028,108,171,089,046,185,200,252,235,,89,28,185,46,252,235,171,200,108,,348,
028,169,285,296,089,190,261,143,201,,28,201,143,169,190,89,296,261,285,,352,
088,033,229,089,029,104,185,069,148,,89,88,69,33,229,185,104,29,148,,376,
292,043,219,298,120,150,183,187,029,,219,187,43,150,292,183,29,120,298,,414,
029,045,276,064,111,067,247,244,187,,276,244,247,67,64,111,187,45,29,,360,
298,233,280,160,167,048,032,288,187,,167,187,160,233,48,32,280,298,288,,382,
233,032,205,149,129,279,132,266,263,,132,266,32,205,279,149,129,233,263,,294,
045,136,159,225,298,153,134,247,033,,225,247,153,136,159,298,45,33,134,,338,
196,229,061,157,033,166,273,271,118,,61,157,196,166,229,271,118,33,273,,286,
276,115,033,291,128,180,220,116,066,,128,115,33,180,66,116,276,291,220,,324,
038,121,280,067,177,053,285,209,036,,121,280,67,38,53,36,177,209,285,,282,
121,048,036,175,087,081,127,139,230,,81,36,121,87,127,48,175,230,139,,316,
267,253,177,117,036,148,138,189,242,,148,253,242,177,138,117,36,267,189,,410,
257,200,181,059,037,290,098,116,136,,98,181,37,59,116,290,136,257,200,,314,
232,224,087,051,154,161,058,038,135,,135,224,51,38,58,87,154,161,232,,314,
237,236,189,175,104,101,051,213,040,,104,40,51,101,189,175,236,237,213,,374,
040,076,082,166,215,139,191,096,162,,162,215,82,76,139,166,191,40,96,,330,
040,295,143,179,078,219,297,203,195,,40,179,203,195,143,295,297,219,78,,322,
194,110,108,137,199,042,098,043,050,,42,43,194,98,137,108,199,110,50,,330,
125,291,131,193,135,162,042,249,157,,162,157,131,125,291,135,193,249,42,,310,
044,068,260,297,239,122,187,124,233,,44,122,297,187,68,239,233,124,260,,352,
044,202,207,097,237,205,257,088,093,,237,257,44,97,93,88,205,207,202,,366,
245,264,240,047,045,057,048,239,147,,240,239,47,57,48,147,45,245,264,,314,
283,048,260,150,045,216,149,140,250,,150,283,250,149,260,216,48,140,45,,312,
188,280,054,184,050,271,045,235,146,,188,54,271,280,184,50,45,235,146,,234,
045,153,051,053,224,110,113,208,107,,45,153,53,107,110,51,113,208,224,,280,
049,076,251,150,233,294,158,246,140,,233,158,294,76,49,251,246,140,150,,398,
138,149,139,051,277,161,215,134,223,,51,161,277,215,134,139,138,223,149,,356,
066,052,180,082,151,229,092,111,097,,151,66,92,82,111,52,180,97,229,,352,
052,115,117,285,143,088,245,144,066,,52,66,143,285,245,144,88,117,115,,420,
157,204,222,094,068,080,178,053,152,,80,222,68,204,94,157,152,178,53,,260,
055,155,289,233,214,229,291,193,219,,289,291,155,233,219,214,55,229,193,,330,
141,290,060,067,227,106,284,087,294,,141,106,227,284,294,60,87,67,290,,320,
209,203,275,067,173,097,259,195,168,,67,97,203,168,195,173,275,209,259,,304,
268,069,147,135,221,261,278,238,263,,69,135,147,221,261,278,238,268,263,,324,
103,286,207,234,244,291,076,293,253,,291,286,253,103,234,293,76,244,207,,340,
287,281,079,199,265,113,099,275,294,,199,79,281,113,265,294,99,287,275,,380,
172,085,116,294,212,232,084,277,298,,294,277,298,212,85,116,84,232,172,,352,
135,158,150,084,169,243,275,086,299,,243,275,84,135,150,86,299,158,169,,300,
085,181,124,251,117,189,244,178,296,,189,124,181,117,296,178,85,251,244,,258,
089,259,138,111,292,181,171,211,174,,181,89,259,211,111,292,171,174,138,,344,
097,112,220,225,179,172,144,239,143,,179,239,144,143,220,112,97,225,172,,268,
273,186,140,114,222,101,204,269,173,,222,186,101,114,204,273,140,173,269,,230,
196,250,106,155,154,205,102,180,298,,205,298,180,250,155,154,106,196,102,,236,
183,127,161,256,103,221,237,141,139,,183,256,127,221,103,161,139,237,141,,218,
249,197,287,213,198,248,118,290,218,,197,213,287,248,249,218,118,290,198,,270,
298,251,260,247,128,256,119,153,296,,298,296,119,128,247,251,153,260,256,,294,
172,184,190,149,279,237,243,205,257,,237,257,279,190,184,243,149,205,172,,334,
155,190,225,269,229,238,286,294,226,,190,155,229,286,225,238,294,269,226,,326,
